2	 519361  	 522560  	 3200    	 0.394 0.1004 1
2	 522561  	 528960  	 6400    	 0.343 0.1104 1
2	 528961  	 532448  	 3488    	 0.416 0.1314 1
2	 532449  	 535616  	 3168    	 0.534 0.1110 0
2	 535617  	 657696  	 122080  	 0.459 0.1473 1
2	 657697  	 668544  	 10848   	 0.544 0.1470 1
2	 668545  	 681600  	 13056   	 0.438 0.1348 1
2	 681601  	 686048  	 4448    	 0.385 0.1290 0
2	 686049  	 690272  	 4224    	 0.318 0.1040 0
2	 690273  	 697568  	 7296    	 0.437 0.1294 1
2	 697569  	 701280  	 3712    	 0.380 0.1033 1
2	 701281  	 705024  	 3744    	 0.484 0.1315 1
2	 705025  	 718880  	 13856   	 0.421 0.1323 1
2	 718881  	 724416  	 5536    	 0.592 0.1554 0
2	 724417  	 727744  	 3328    	 0.353 0.1188 0
2	 727745  	 824736  	 96992   	 0.444 0.1399 0
2	 824737  	 834016  	 9280    	 0.374 0.1213 1
2	 834017  	 876832  	 42816   	 0.507 0.1286 0
2	 876833  	 953440  	 76608   	 0.460 0.1470 1
2	 953441  	 961344  	 7904    	 0.360 0.1152 1
2	 961345  	 975936  	 14592   	 0.454 0.1315 1
2	 975937  	 980544  	 4608    	 0.379 0.1216 1
2	 980545  	 992352  	 11808   	 0.340 0.1061 1
2	 992353  	 996320  	 3968    	 0.396 0.1420 1
2	 996321  	 1016576 	 20256   	 0.448 0.1263 1
2	 1016577 	 1027904 	 11328   	 0.406 0.1248 0
2	 1027905 	 1037088 	 9184    	 0.355 0.0920 0
2	 1037089 	 1042976 	 5888    	 0.478 0.1680 1
2	 1042977 	 1052032 	 9056    	 0.373 0.1249 0
2	 1052033 	 1058112 	 6080    	 0.428 0.1241 1
2	 1058113 	 1063712 	 5600    	 0.373 0.1218 0
2	 1063713 	 1068928 	 5216    	 0.519 0.1350 1
2	 1068929 	 1099744 	 30816   	 0.451 0.1305 0
2	 1099745 	 1112160 	 12416   	 0.348 0.1004 1
2	 1112161 	 1126016 	 13856   	 0.449 0.1337 1
2	 1126017 	 1129184 	 3168    	 0.349 0.0971 1
2	 1129185 	 1141568 	 12384   	 0.466 0.1280 0
2	 1141569 	 1147360 	 5792    	 0.496 0.1181 1
2	 1147361 	 1150976 	 3616    	 0.567 0.0832 1
2	 1150977 	 1155008 	 4032    	 0.449 0.1285 0
2	 1155009 	 1165632 	 10624   	 0.374 0.1069 1
2	 1165633 	 1169312 	 3680    	 0.428 0.1130 1
2	 1169313 	 1172512 	 3200    	 0.320 0.1235 1
2	 1172513 	 1176928 	 4416    	 0.426 0.1349 1
2	 1176929 	 1186464 	 9536    	 0.332 0.0936 0
2	 1186465 	 1190496 	 4032    	 0.472 0.1185 1
2	 1190497 	 1198976 	 8480    	 0.376 0.1066 1
2	 1198977 	 1221472 	 22496   	 0.525 0.1274 0
2	 1221473 	 1224992 	 3520    	 0.463 0.1546 1
2	 1224993 	 1228800 	 3808    	 0.368 0.1167 1
2	 1228801 	 1243136 	 14336   	 0.433 0.1320 0
2	 1243137 	 1247072 	 3936    	 0.354 0.1257 1
2	 1247073 	 1250752 	 3680    	 0.421 0.1416 1
2	 1250753 	 1309120 	 58368   	 0.446 0.1325 1
2	 1309121 	 1312768 	 3648    	 0.324 0.1088 1
2	 1312769 	 1316672 	 3904    	 0.436 0.1104 1
2	 1316673 	 1320448 	 3776    	 0.378 0.1040 1
2	 1320449 	 1324000 	 3552    	 0.342 0.0823 0
2	 1324001 	 1330624 	 6624    	 0.500 0.1225 1
2	 1330625 	 1334336 	 3712    	 0.396 0.1139 0
2	 1334337 	 1338048 	 3712    	 0.515 0.1197 1
2	 1338049 	 1342816 	 4768    	 0.337 0.0885 0
2	 1342817 	 1361632 	 18816   	 0.453 0.1318 0
2	 1361633 	 1376256 	 14624   	 0.413 0.1125 1
2	 1376257 	 1443168 	 66912   	 0.472 0.1319 0
2	 1443169 	 1456032 	 12864   	 0.387 0.1152 1
2	 1456033 	 1844320 	 388288  	 0.505 0.1355 0
2	 1844321 	 1858144 	 13824   	 0.417 0.1309 1
2	 1858145 	 1861344 	 3200    	 0.550 0.1307 1
2	 1861345 	 1996896 	 135552  	 0.453 0.1345 0
2	 1996897 	 2004320 	 7424    	 0.497 0.1126 0
2	 2004321 	 2040224 	 35904   	 0.404 0.1251 1
2	 2040225 	 2045440 	 5216    	 0.337 0.1175 1
2	 2045441 	 2052288 	 6848    	 0.468 0.1165 0
2	 2052289 	 2058400 	 6112    	 0.390 0.0938 1
2	 2058401 	 2061536 	 3136    	 0.508 0.1271 0
2	 2061537 	 2066624 	 5088    	 0.396 0.1135 1
2	 2066625 	 2081280 	 14656   	 0.460 0.1268 1
2	 2081281 	 2144000 	 62720   	 0.432 0.1304 1
2	 2144001 	 2149952 	 5952    	 0.505 0.1411 1
2	 2149953 	 2156864 	 6912    	 0.451 0.1276 0
2	 2156865 	 2187392 	 30528   	 0.380 0.1210 1
2	 2187393 	 2191200 	 3808    	 0.493 0.1155 0
2	 2191201 	 2254976 	 63776   	 0.421 0.1289 0
2	 2254977 	 2265632 	 10656   	 0.479 0.1309 0
2	 2265633 	 2290688 	 25056   	 0.398 0.1106 0
2	 2290689 	 2294464 	 3776    	 0.306 0.1079 1
2	 2294465 	 2301056 	 6592    	 0.397 0.1178 0
2	 2301057 	 2305728 	 4672    	 0.450 0.1085 1
2	 2305729 	 2311808 	 6080    	 0.392 0.1184 1
2	 2311809 	 2321760 	 9952    	 0.340 0.1066 0
2	 2321761 	 2340128 	 18368   	 0.378 0.1005 1
2	 2340129 	 2367456 	 27328   	 0.428 0.1216 0
2	 2367457 	 2372064 	 4608    	 0.321 0.0951 0
2	 2372065 	 2375936 	 3872    	 0.415 0.1027 1
2	 2375937 	 2384288 	 8352    	 0.337 0.1099 0
2	 2384289 	 2388224 	 3936    	 0.461 0.1114 1
2	 2388225 	 2395360 	 7136    	 0.301 0.1086 0
2	 2395361 	 2400544 	 5184    	 0.405 0.1412 0
2	 2400545 	 2403648 	 3104    	 0.313 0.1045 0
2	 2403649 	 2409056 	 5408    	 0.466 0.0940 0
2	 2409057 	 2417312 	 8256    	 0.406 0.1202 1
2	 2417313 	 2424032 	 6720    	 0.363 0.1108 0
2	 2424033 	 2427264 	 3232    	 0.452 0.1126 1
2	 2427265 	 2432320 	 5056    	 0.480 0.1261 1
2	 2432321 	 2439616 	 7296    	 0.432 0.1220 0
2	 2439617 	 2446016 	 6400    	 0.316 0.1121 0
2	 2446017 	 2460928 	 14912   	 0.396 0.1158 1
2	 2460929 	 2471200 	 10272   	 0.485 0.1170 0
2	 2471201 	 2516480 	 45280   	 0.464 0.1263 1
2	 2516481 	 2522080 	 5600    	 0.381 0.1138 1
2	 2522081 	 2529600 	 7520    	 0.535 0.0989 1
2	 2529601 	 2533856 	 4256    	 0.508 0.1143 0
2	 2533857 	 2538080 	 4224    	 0.570 0.1013 0
2	 2538081 	 2542048 	 3968    	 0.424 0.1291 1
2	 2542049 	 2555456 	 13408   	 0.476 0.1178 1
2	 2555457 	 2560640 	 5184    	 0.332 0.0971 1
2	 2560641 	 2571712 	 11072   	 0.460 0.1175 1
2	 2571713 	 2576000 	 4288    	 0.345 0.1038 1
2	 2576001 	 2597952 	 21952   	 0.423 0.1274 0
2	 2597953 	 2613120 	 15168   	 0.533 0.1178 0
2	 2613121 	 2617248 	 4128    	 0.402 0.1118 0
2	 2617249 	 2623200 	 5952    	 0.487 0.1078 0
2	 2623201 	 2634592 	 11392   	 0.552 0.1065 1
2	 2634593 	 2642944 	 8352    	 0.433 0.0950 1
2	 2642945 	 2651232 	 8288    	 0.477 0.1271 0
2	 2651233 	 2721760 	 70528   	 0.520 0.1196 1
2	 2721761 	 2727840 	 6080    	 0.579 0.1016 1
2	 2727841 	 2731104 	 3264    	 0.602 0.0873 0
2	 2731105 	 2738016 	 6912    	 0.466 0.1083 0
2	 2738017 	 2742848 	 4832    	 0.540 0.0948 1
2	 2742849 	 2751520 	 8672    	 0.492 0.1232 0
2	 2751521 	 2757152 	 5632    	 0.562 0.1190 0
2	 2757153 	 2763968 	 6816    	 0.431 0.1072 0
2	 2763969 	 2769152 	 5184    	 0.503 0.1227 0
2	 2769153 	 2774560 	 5408    	 0.452 0.1280 1
2	 2774561 	 2784928 	 10368   	 0.367 0.1021 1
2	 2784929 	 2789632 	 4704    	 0.532 0.1116 0
2	 2789633 	 2795104 	 5472    	 0.491 0.1089 1
2	 2795105 	 2801248 	 6144    	 0.561 0.0751 1
2	 2801249 	 2807456 	 6208    	 0.498 0.1113 1
2	 2807457 	 2812192 	 4736    	 0.421 0.1135 0
2	 2812193 	 2815872 	 3680    	 0.473 0.1225 1
2	 2815873 	 2819680 	 3808    	 0.520 0.1169 1
2	 2819681 	 2823072 	 3392    	 0.589 0.1110 0
2	 2823073 	 2826496 	 3424    	 0.467 0.1150 0
2	 2826497 	 2837024 	 10528   	 0.523 0.1194 1
2	 2837025 	 2841440 	 4416    	 0.351 0.1286 1
2	 2841441 	 2852256 	 10816   	 0.459 0.1219 0
2	 2852257 	 2855936 	 3680    	 0.364 0.1228 0
2	 2855937 	 2867168 	 11232   	 0.495 0.1168 1
2	 2867169 	 2876960 	 9792    	 0.431 0.1362 1
2	 2876961 	 2885792 	 8832    	 0.373 0.1124 1
2	 2885793 	 2889568 	 3776    	 0.501 0.1341 0
2	 2889569 	 2896384 	 6816    	 0.546 0.1145 0
2	 2896385 	 2901952 	 5568    	 0.417 0.1198 1
2	 2901953 	 2906784 	 4832    	 0.490 0.1094 1
2	 2906785 	 2913120 	 6336    	 0.329 0.0985 1
2	 2913121 	 2957952 	 44832   	 0.383 0.1207 0
2	 2957953 	 2964256 	 6304    	 0.463 0.1105 0
2	 2964257 	 2967712 	 3456    	 0.388 0.1350 0
2	 2967713 	 2973408 	 5696    	 0.332 0.0905 1
2	 2973409 	 2978464 	 5056    	 0.495 0.1195 1
2	 2978465 	 2988160 	 9696    	 0.428 0.1196 1
2	 2988161 	 2991616 	 3456    	 0.577 0.0970 0
2	 2991617 	 2999232 	 7616    	 0.521 0.1219 0
2	 2999233 	 3020064 	 20832   	 0.458 0.1253 1
2	 3020065 	 3030464 	 10400   	 0.498 0.1199 1
2	 3030465 	 3047072 	 16608   	 0.375 0.1115 0
2	 3047073 	 3059328 	 12256   	 0.527 0.1236 1
2	 3059329 	 3067520 	 8192    	 0.477 0.1279 1
2	 3067521 	 3074336 	 6816    	 0.356 0.1182 0
2	 3074337 	 3082464 	 8128    	 0.530 0.1217 1
2	 3082465 	 3085504 	 3040    	 0.436 0.1253 0
2	 3085505 	 3091776 	 6272    	 0.468 0.1026 0
2	 3091777 	 3101312 	 9536    	 0.551 0.1179 1
2	 3101313 	 3119968 	 18656   	 0.450 0.1256 1
2	 3119969 	 3149376 	 29408   	 0.569 0.1056 1
2	 3149377 	 3156000 	 6624    	 0.491 0.1282 1
2	 3156001 	 3160288 	 4288    	 0.559 0.1053 0
2	 3160289 	 3165120 	 4832    	 0.498 0.1265 1
2	 3165121 	 3171392 	 6272    	 0.482 0.1339 1
2	 3171393 	 3176288 	 4896    	 0.412 0.1203 1
2	 3176289 	 3184224 	 7936    	 0.513 0.0887 1
2	 3184225 	 3188160 	 3936    	 0.445 0.1069 1
2	 3188161 	 3193632 	 5472    	 0.372 0.0918 0
2	 3193633 	 3201984 	 8352    	 0.502 0.1109 1
2	 3201985 	 3211232 	 9248    	 0.457 0.1278 0
2	 3211233 	 3217344 	 6112    	 0.494 0.1239 1
2	 3217345 	 3220448 	 3104    	 0.376 0.1240 1
2	 3220449 	 3225312 	 4864    	 0.501 0.1203 1
2	 3225313 	 3229632 	 4320    	 0.549 0.0949 0
2	 3229633 	 3236256 	 6624    	 0.378 0.1073 1
2	 3236257 	 3241280 	 5024    	 0.518 0.1372 1
2	 3241281 	 3246208 	 4928    	 0.584 0.1196 1
2	 3246209 	 3249344 	 3136    	 0.546 0.1045 0
2	 3249345 	 3270176 	 20832   	 0.489 0.1357 1
2	 3270177 	 3276480 	 6304    	 0.561 0.1117 1
2	 3276481 	 3294880 	 18400   	 0.518 0.1192 1
2	 3294881 	 3308224 	 13344   	 0.478 0.1392 0
2	 3308225 	 3328544 	 20320   	 0.447 0.1349 0
2	 3328545 	 3335520 	 6976    	 0.400 0.0937 0
2	 3335521 	 3339232 	 3712    	 0.541 0.1400 1
2	 3339233 	 3345664 	 6432    	 0.384 0.1390 0
2	 3345665 	 3368224 	 22560   	 0.460 0.1504 1
2	 3368225 	 3372320 	 4096    	 0.392 0.1271 1
2	 3372321 	 3379392 	 7072    	 0.545 0.1227 0
2	 3379393 	 3398240 	 18848   	 0.454 0.1336 1
2	 3398241 	 3404800 	 6560    	 0.394 0.1253 1
2	 3404801 	 3417216 	 12416   	 0.500 0.1277 0
2	 3417217 	 3432832 	 15616   	 0.530 0.1266 1
2	 3432833 	 3437568 	 4736    	 0.455 0.1374 1
2	 3437569 	 3441120 	 3552    	 0.515 0.1296 1
2	 3441121 	 3450592 	 9472    	 0.574 0.1201 1
2	 3450593 	 3455392 	 4800    	 0.517 0.1223 0
2	 3455393 	 3459904 	 4512    	 0.437 0.1268 1
2	 3459905 	 3465696 	 5792    	 0.491 0.1177 1
2	 3465697 	 3477856 	 12160   	 0.405 0.1258 1
2	 3477857 	 3549408 	 71552   	 0.469 0.1446 1
2	 3549409 	 3572064 	 22656   	 0.532 0.1417 1
2	 3572065 	 3579136 	 7072    	 0.368 0.1152 0
2	 3579137 	 3586592 	 7456    	 0.493 0.1240 1
2	 3586593 	 3591008 	 4416    	 0.592 0.0989 0
2	 3591009 	 3595552 	 4544    	 0.519 0.1163 0
2	 3595553 	 3599040 	 3488    	 0.600 0.1134 1
2	 3599041 	 3612192 	 13152   	 0.547 0.1198 1
2	 3612193 	 3616544 	 4352    	 0.495 0.1178 1
2	 3616545 	 3620160 	 3616    	 0.427 0.1147 1
2	 3620161 	 3627936 	 7776    	 0.532 0.1168 0
2	 3627937 	 3635168 	 7232    	 0.477 0.1215 0
2	 3635169 	 3656384 	 21216   	 0.390 0.1160 1
2	 3656385 	 3736736 	 80352   	 0.460 0.1301 0
2	 3736737 	 4055392 	 318656  	 0.424 0.1239 0
2	 4055393 	 4060736 	 5344    	 0.511 0.1153 1
2	 4060737 	 4066464 	 5728    	 0.453 0.1231 1
2	 4066465 	 4082880 	 16416   	 0.362 0.0967 0
2	 4082881 	 4087936 	 5056    	 0.435 0.1151 0
2	 4087937 	 4095872 	 7936    	 0.402 0.1195 1
2	 4095873 	 4107680 	 11808   	 0.351 0.1197 0
2	 4107681 	 4115136 	 7456    	 0.421 0.1061 1
2	 4115137 	 4123552 	 8416    	 0.348 0.0995 1
2	 4123553 	 4128064 	 4512    	 0.432 0.0885 1
2	 4128065 	 4158400 	 30336   	 0.396 0.1243 1
2	 4158401 	 4194144 	 35744   	 0.361 0.1104 1
2	 4194145 	 4200128 	 5984    	 0.458 0.1241 1
2	 4200129 	 4214752 	 14624   	 0.401 0.1245 0
2	 4214753 	 4220480 	 5728    	 0.266 0.1564 1
2	 4220481 	 4827936 	 607456  	 0.376 0.1192 1
2	 4827937 	 4988224 	 160288  	 0.402 0.1234 0
2	 4988225 	 4993024 	 4800    	 0.320 0.0948 1
2	 4993025 	 5179680 	 186656  	 0.375 0.1176 0
2	 5179681 	 5192064 	 12384   	 0.338 0.1109 0
2	 5192065 	 5201152 	 9088    	 0.414 0.1132 0
2	 5201153 	 5210880 	 9728    	 0.357 0.0972 0
2	 5210881 	 5220704 	 9824    	 0.402 0.1110 1
2	 5220705 	 5229792 	 9088    	 0.360 0.1185 0
2	 5229793 	 5240768 	 10976   	 0.418 0.1193 0
2	 5240769 	 5246560 	 5792    	 0.355 0.1116 1
2	 5246561 	 5251904 	 5344    	 0.320 0.0961 0
2	 5251905 	 5369664 	 117760  	 0.410 0.1285 1
2	 5369665 	 5375712 	 6048    	 0.311 0.1017 1
2	 5375713 	 5398464 	 22752   	 0.386 0.1228 1
2	 5398465 	 5405184 	 6720    	 0.470 0.1139 0
2	 5405185 	 5409504 	 4320    	 0.393 0.1122 1
2	 5409505 	 5416864 	 7360    	 0.417 0.1128 0
2	 5416865 	 5420160 	 3296    	 0.509 0.1242 1
2	 5420161 	 5423232 	 3072    	 0.380 0.1357 0
2	 5423233 	 5426560 	 3328    	 0.464 0.1150 0
2	 5426561 	 5430912 	 4352    	 0.434 0.1123 1
2	 5430913 	 5435040 	 4128    	 0.362 0.1025 1
2	 5435041 	 5438848 	 3808    	 0.495 0.1358 1
2	 5438849 	 5506048 	 67200   	 0.421 0.1226 1
2	 5506049 	 5509248 	 3200    	 0.483 0.1350 0
2	 5509249 	 5517888 	 8640    	 0.392 0.1226 1
2	 5517889 	 5522592 	 4704    	 0.332 0.1169 1
2	 5522593 	 5526816 	 4224    	 0.299 0.0916 1
2	 5526817 	 5574464 	 47648   	 0.416 0.1191 1
2	 5574465 	 5577696 	 3232    	 0.280 0.0904 1
2	 5577697 	 5608704 	 31008   	 0.395 0.1163 1
2	 5608705 	 5617632 	 8928    	 0.464 0.1366 1
2	 5617633 	 5626112 	 8480    	 0.388 0.1019 0
2	 5626113 	 5630656 	 4544    	 0.450 0.1232 0
2	 5630657 	 5634496 	 3840    	 0.373 0.1045 1
2	 5634497 	 5641024 	 6528    	 0.583 0.1934 0
2	 5641025 	 5648224 	 7200    	 0.360 0.1097 1
2	 5648225 	 5706048 	 57824   	 0.441 0.1285 1
2	 5706049 	 5779040 	 72992   	 0.400 0.1169 0
2	 5779041 	 5786208 	 7168    	 0.459 0.1277 0
2	 5786209 	 5797664 	 11456   	 0.429 0.1210 0
2	 5797665 	 5804736 	 7072    	 0.380 0.1008 1
2	 5804737 	 5814912 	 10176   	 0.460 0.1037 0
2	 5814913 	 5822688 	 7776    	 0.348 0.0954 1
2	 5822689 	 5852640 	 29952   	 0.402 0.1164 0
2	 5852641 	 5856192 	 3552    	 0.363 0.1027 0
2	 5856193 	 5861792 	 5600    	 0.446 0.1015 1
2	 5861793 	 5875776 	 13984   	 0.385 0.1163 1
2	 5875777 	 5887072 	 11296   	 0.476 0.1254 1
2	 5887073 	 5896736 	 9664    	 0.440 0.1130 1
2	 5896737 	 5902272 	 5536    	 0.340 0.0882 1
2	 5902273 	 5910272 	 8000    	 0.410 0.1197 1
2	 5910273 	 5933888 	 23616   	 0.459 0.1167 0
2	 5933889 	 5942880 	 8992    	 0.412 0.1207 1
2	 5942881 	 6402304 	 459424  	 0.392 0.1204 1
2	 6402305 	 6417792 	 15488   	 0.356 0.1100 1
2	 6417793 	 6427104 	 9312    	 0.449 0.1245 1
2	 6427105 	 6434432 	 7328    	 0.376 0.1201 1
2	 6434433 	 6439200 	 4768    	 0.522 0.1103 1
2	 6439201 	 6500704 	 61504   	 0.393 0.1171 1
2	 6500705 	 6587488 	 86784   	 0.375 0.1137 1
2	 6587489 	 6631776 	 44288   	 0.431 0.1127 1
2	 6631777 	 6647808 	 16032   	 0.374 0.1184 1
2	 6647809 	 6652320 	 4512    	 0.290 0.0894 1
2	 6652321 	 6656320 	 4000    	 0.352 0.1070 1
2	 6656321 	 6702304 	 45984   	 0.398 0.1150 1
2	 6702305 	 6714048 	 11744   	 0.482 0.1258 1
2	 6714049 	 6719648 	 5600    	 0.387 0.1255 1
2	 6719649 	 6763168 	 43520   	 0.452 0.1157 1
2	 6763169 	 6771680 	 8512    	 0.396 0.1123 0
2	 6771681 	 6778272 	 6592    	 0.362 0.0986 1
2	 6778273 	 6808288 	 30016   	 0.443 0.1234 1
2	 6808289 	 6812960 	 4672    	 0.400 0.1104 0
2	 6812961 	 6816576 	 3616    	 0.333 0.0855 1
2	 6816577 	 6831232 	 14656   	 0.412 0.1118 1
2	 6831233 	 6845376 	 14144   	 0.380 0.1112 0
2	 6845377 	 6854496 	 9120    	 0.430 0.1150 0
2	 6854497 	 6858624 	 4128    	 0.447 0.1145 1
2	 6858625 	 6870784 	 12160   	 0.530 0.1430 1
2	 6870785 	 6876512 	 5728    	 0.357 0.1073 1
2	 6876513 	 6882560 	 6048    	 0.413 0.1166 1
2	 6882561 	 6887808 	 5248    	 0.481 0.1107 1
2	 6887809 	 6896992 	 9184    	 0.345 0.1253 0
2	 6896993 	 6901728 	 4736    	 0.488 0.1027 0
2	 6901729 	 6938752 	 37024   	 0.447 0.1177 1
2	 6938753 	 6948064 	 9312    	 0.424 0.1253 1
2	 6948065 	 6952736 	 4672    	 0.528 0.1091 1
2	 6952737 	 6958624 	 5888    	 0.399 0.1124 0
2	 6958625 	 6963488 	 4864    	 0.523 0.1216 1
2	 6963489 	 6969600 	 6112    	 0.435 0.1260 0
2	 6969601 	 6977312 	 7712    	 0.538 0.1033 1
2	 6977313 	 6985888 	 8576    	 0.444 0.1166 0
2	 6985889 	 6997984 	 12096   	 0.468 0.1080 0
2	 6997985 	 7020544 	 22560   	 0.417 0.1090 1
2	 7020545 	 7029376 	 8832    	 0.345 0.1018 0
2	 7029377 	 7032704 	 3328    	 0.543 0.1322 0
2	 7032705 	 7039104 	 6400    	 0.482 0.1331 0
2	 7039105 	 7043104 	 4000    	 0.359 0.1121 1
2	 7043105 	 7053056 	 9952    	 0.452 0.1111 0
2	 7053057 	 7396672 	 343616  	 0.408 0.1198 0
2	 7396673 	 7403968 	 7296    	 0.331 0.0979 1
2	 7403969 	 7418144 	 14176   	 0.396 0.1184 1
2	 7418145 	 7426528 	 8384    	 0.310 0.0962 1
2	 7426529 	 7445184 	 18656   	 0.357 0.1099 0
2	 7445185 	 7458496 	 13312   	 0.384 0.1128 0
2	 7458497 	 7472160 	 13664   	 0.430 0.1084 0
2	 7472161 	 7477376 	 5216    	 0.343 0.0801 1
2	 7477377 	 7483648 	 6272    	 0.398 0.1142 0
2	 7483649 	 7491328 	 7680    	 0.320 0.0945 1
2	 7491329 	 7532192 	 40864   	 0.393 0.1124 1
2	 7532193 	 7543648 	 11456   	 0.333 0.1557 0
2	 7543649 	 7548416 	 4768    	 0.421 0.1153 0
2	 7548417 	 7555040 	 6624    	 0.471 0.1119 1
2	 7555041 	 7687904 	 132864  	 0.409 0.1154 0
2	 7687905 	 7704992 	 17088   	 0.346 0.1160 1
2	 7704993 	 7858464 	 153472  	 0.416 0.1227 0
2	 7858465 	 7865664 	 7200    	 0.338 0.1212 0
2	 7865665 	 7887072 	 21408   	 0.399 0.1110 0
2	 7887073 	 7891680 	 4608    	 0.477 0.1266 0
2	 7891681 	 7951680 	 60000   	 0.430 0.1184 1
2	 7951681 	 7956448 	 4768    	 0.374 0.1341 1
2	 7956449 	 7963872 	 7424    	 0.467 0.1178 0
2	 7963873 	 7966944 	 3072    	 0.578 0.0970 1
2	 7966945 	 7970496 	 3552    	 0.476 0.1116 0
2	 7970497 	 7990400 	 19904   	 0.430 0.1224 0
2	 7990401 	 8002432 	 12032   	 0.373 0.1070 1
2	 8002433 	 8007264 	 4832    	 0.458 0.1304 1
2	 8007265 	 8012448 	 5184    	 0.351 0.1172 1
2	 8012449 	 8015616 	 3168    	 0.459 0.1148 0
2	 8015617 	 8020704 	 5088    	 0.388 0.1133 1
2	 8020705 	 8029472 	 8768    	 0.449 0.1019 0
2	 8029473 	 8037824 	 8352    	 0.403 0.1133 1
2	 8037825 	 8041280 	 3456    	 0.347 0.1013 1
2	 8041281 	 8051808 	 10528   	 0.410 0.1096 1
2	 8051809 	 8112160 	 60352   	 0.437 0.1186 0
2	 8112161 	 8128736 	 16576   	 0.353 0.1120 0
2	 8128737 	 8132000 	 3264    	 0.425 0.1118 1
2	 8132001 	 8135392 	 3392    	 0.365 0.1004 1
2	 8135393 	 8141248 	 5856    	 0.455 0.1132 1
2	 8141249 	 8144288 	 3040    	 0.368 0.1136 0
